"Config","Group","Name","Tags","Stars","Stackable","Description","Autospawn Type","Sprite Food Role","Icon","Notes"
"Usable/Confetti, Slime","Usable","Slime Confetti","",-1,true,"When thrown, it looks like little pink jelly cubes.","--","--","ui/icon/inventory/icon_capsule-ultra.png",""
"Usable/Confetti, Storm","Usable","Storm Caller","",-1,true,"A party favor of the gods, used to summon a bolt of lightning from the heavens.","--","--","ui/icon/inventory/icon_capsule-ultra.png",""
"Usable/Confetti, Summer","Usable","Summer Confetti","",-1,true,"When thrown, this summer confetti makes you feel all warm inside.","--","--","ui/icon/inventory/icon_capsule-ultra.png",""
"Usable/Confetti, Winter","Usable","Winter Confetti","",-1,true,"When thrown, this winter confetti gives you quite a chill.","--","--","ui/icon/inventory/icon_capsule-ultra.png",""
"Usable/Fireworks/Large/Large Fireworks, Amber","Usable","Amber, Large Firework","",-1,true,"During times of celebration, the Spiral Order devotes some of its munitions experts to create spectacular fireworks.","--","--","ui/icon/inventory/usable/fireworks_lrg.png",""
"Usable/Fireworks/Large/Large Fireworks, Aquamarine","Usable","Aquamarine, Large Firework","",-1,true,"During times of celebration, the Spiral Order devotes some of its munitions experts to create spectacular fireworks.","--","--","ui/icon/inventory/usable/fireworks_lrg.png",""
"Usable/Fireworks/Large/Large Fireworks, Beast","Usable","Beast, Large Firework","",-1,true,"During times of celebration, the Spiral Order devotes some of its munitions experts to create spectacular fireworks.","--","--","ui/icon/inventory/usable/fireworks_lrg.png",""
"Usable/Fireworks/Large/Large Fireworks, Blue","Usable","Blue, Large Firework","",-1,true,"During times of celebration, the Spiral Order devotes some of its munitions experts to create spectacular fireworks.","--","--","ui/icon/inventory/usable/fireworks_lrg.png",""
"Usable/Fireworks/Large/Large Fireworks, Chartreuse","Usable","Chartreuse, Large Firework","",-1,true,"During times of celebration, the Spiral Order devotes some of its munitions experts to create spectacular fireworks.","--","--","ui/icon/inventory/usable/fireworks_lrg.png",""
"Usable/Fireworks/Large/Large Fireworks, Cobalt","Usable","Cobalt, Large Firework","",-1,true,"During times of celebration, the Spiral Order devotes some of its munitions experts to create spectacular fireworks.","--","--","ui/icon/inventory/usable/fireworks_lrg.png",""
"Usable/Fireworks/Large/Large Fireworks, Crimson","Usable","Crimson, Large Firework","",-1,true,"During times of celebration, the Spiral Order devotes some of its munitions experts to create spectacular fireworks.","--","--","ui/icon/inventory/usable/fireworks_lrg.png",""
"Usable/Fireworks/Large/Large Fireworks, Cyan","Usable","Cyan, Large Firework","",-1,true,"During times of celebration, the Spiral Order devotes some of its munitions experts to create spectacular fireworks.","--","--","ui/icon/inventory/usable/fireworks_lrg.png",""
"Usable/Fireworks/Large/Large Fireworks, Emerald","Usable","Emerald, Large Firework","",-1,true,"During times of celebration, the Spiral Order devotes some of its munitions experts to create spectacular fireworks.","--","--","ui/icon/inventory/usable/fireworks_lrg.png",""
"Usable/Fireworks/Large/Large Fireworks, Green","Usable","Green, Large Firework","",-1,true,"During times of celebration, the Spiral Order devotes some of its munitions experts to create spectacular fireworks.","--","--","ui/icon/inventory/usable/fireworks_lrg.png",""
"Usable/Fireworks/Large/Large Fireworks, Indigo","Usable","Indigo, Large Firework","",-1,true,"During times of celebration, the Spiral Order devotes some of its munitions experts to create spectacular fireworks.","--","--","ui/icon/inventory/usable/fireworks_lrg.png",""
"Usable/Fireworks/Large/Large Fireworks, Lake","Usable","Lake, Large Firework","",-1,true,"During times of celebration, the Spiral Order devotes some of its munitions experts to create spectacular fireworks.","--","--","ui/icon/inventory/usable/fireworks_lrg.png",""
"Usable/Fireworks/Large/Large Fireworks, Lavender","Usable","Lavender, Large Firework","",-1,true,"During times of celebration, the Spiral Order devotes some of its munitions experts to create spectacular fireworks.","--","--","ui/icon/inventory/usable/fireworks_lrg.png",""
"Usable/Fireworks/Large/Large Fireworks, Lime","Usable","Lime, Large Firework","",-1,true,"During times of celebration, the Spiral Order devotes some of its munitions experts to create spectacular fireworks.","--","--","ui/icon/inventory/usable/fireworks_lrg.png",""
"Usable/Fireworks/Large/Large Fireworks, Magenta","Usable","Magenta, Large Firework","",-1,true,"During times of celebration, the Spiral Order devotes some of its munitions experts to create spectacular fireworks.","--","--","ui/icon/inventory/usable/fireworks_lrg.png",""
"Usable/Fireworks/Large/Large Fireworks, Orange","Usable","Orange, Large Firework","",-1,true,"During times of celebration, the Spiral Order devotes some of its munitions experts to create spectacular fireworks.","--","--","ui/icon/inventory/usable/fireworks_lrg.png",""
"Usable/Fireworks/Large/Large Fireworks, Purple","Usable","Purple, Large Firework","",-1,true,"During times of celebration, the Spiral Order devotes some of its munitions experts to create spectacular fireworks.","--","--","ui/icon/inventory/usable/fireworks_lrg.png",""
"Usable/Fireworks/Large/Large Fireworks, Red","Usable","Red, Large Firework","",-1,true,"During times of celebration, the Spiral Order devotes some of its munitions experts to create spectacular fireworks.","--","--","ui/icon/inventory/usable/fireworks_lrg.png",""
"Usable/Fireworks/Large/Large Fireworks, Silver","Usable","Silver, Large Firework","",-1,true,"During times of celebration, the Spiral Order devotes some of its munitions experts to create spectacular fireworks.","--","--","ui/icon/inventory/usable/fireworks_lrg.png",""
"Usable/Fireworks/Large/Large Fireworks, Sky","Usable","Sky, Large Firework","",-1,true,"During times of celebration, the Spiral Order devotes some of its munitions experts to create spectacular fireworks.","--","--","ui/icon/inventory/usable/fireworks_lrg.png",""
"Usable/Fireworks/Large/Large Fireworks, Slime","Usable","Slime, Large Firework","",-1,true,"During times of celebration, the Spiral Order devotes some of its munitions experts to create spectacular fireworks.","--","--","ui/icon/inventory/usable/fireworks_lrg.png",""
"Usable/Fireworks/Large/Large Fireworks, Turquoise","Usable","Turquoise, Large Firework","",-1,true,"During times of celebration, the Spiral Order devotes some of its munitions experts to create spectacular fireworks.","--","--","ui/icon/inventory/usable/fireworks_lrg.png",""
"Usable/Fireworks/Large/Large Fireworks, Ultramarine","Usable","Ultramarine, Large Firework","",-1,true,"During times of celebration, the Spiral Order devotes some of its munitions experts to create spectacular fireworks.","--","--","ui/icon/inventory/usable/fireworks_lrg.png",""
"Usable/Fireworks/Large/Large Fireworks, Vermillion","Usable","Vermillion, Large Firework","",-1,true,"During times of celebration, the Spiral Order devotes some of its munitions experts to create spectacular fireworks.","--","--","ui/icon/inventory/usable/fireworks_lrg.png",""
"Usable/Fireworks/Large/Large Fireworks, Violet","Usable","Violet, Large Firework","",-1,true,"During times of celebration, the Spiral Order devotes some of its munitions experts to create spectacular fireworks.","--","--","ui/icon/inventory/usable/fireworks_lrg.png",""
"Usable/Fireworks/Large/Large Fireworks, Viridian","Usable","Viridian, Large Firework","",-1,true,"During times of celebration, the Spiral Order devotes some of its munitions experts to create spectacular fireworks.","--","--","ui/icon/inventory/usable/fireworks_lrg.png",""
"Usable/Fireworks/Large/Large Fireworks, Yellow","Usable","Yellow, Large Firework","",-1,true,"During times of celebration, the Spiral Order devotes some of its munitions experts to create spectacular fireworks.","--","--","ui/icon/inventory/usable/fireworks_lrg.png",""
"Usable/Fireworks/Medium/Medium Fireworks, Amber","Usable","Amber, Medium Firework","",-1,true,"During times of celebration, the Spiral Order devotes some of its munitions experts to create spectacular fireworks.","--","--","ui/icon/inventory/usable/fireworks_med.png",""
"Usable/Fireworks/Medium/Medium Fireworks, Aquamarine","Usable","Aquamarine, Medium Firework","",-1,true,"During times of celebration, the Spiral Order devotes some of its munitions experts to create spectacular fireworks.","--","--","ui/icon/inventory/usable/fireworks_med.png",""
"Usable/Fireworks/Medium/Medium Fireworks, Beast","Usable","Beast, Medium Firework","",-1,true,"During times of celebration, the Spiral Order devotes some of its munitions experts to create spectacular fireworks.","--","--","ui/icon/inventory/usable/fireworks_med.png",""
"Usable/Fireworks/Medium/Medium Fireworks, Blue","Usable","Blue, Medium Firework","",-1,true,"During times of celebration, the Spiral Order devotes some of its munitions experts to create spectacular fireworks.","--","--","ui/icon/inventory/usable/fireworks_med.png",""
"Usable/Fireworks/Medium/Medium Fireworks, Chartreuse","Usable","Chartreuse, Medium Firework","",-1,true,"During times of celebration, the Spiral Order devotes some of its munitions experts to create spectacular fireworks.","--","--","ui/icon/inventory/usable/fireworks_med.png",""
"Usable/Fireworks/Medium/Medium Fireworks, Cobalt","Usable","Cobalt, Medium Firework","",-1,true,"During times of celebration, the Spiral Order devotes some of its munitions experts to create spectacular fireworks.","--","--","ui/icon/inventory/usable/fireworks_med.png",""
"Usable/Fireworks/Medium/Medium Fireworks, Crimson","Usable","Crimson, Medium Firework","",-1,true,"During times of celebration, the Spiral Order devotes some of its munitions experts to create spectacular fireworks.","--","--","ui/icon/inventory/usable/fireworks_med.png",""
"Usable/Fireworks/Medium/Medium Fireworks, Cyan","Usable","Cyan, Medium Firework","",-1,true,"During times of celebration, the Spiral Order devotes some of its munitions experts to create spectacular fireworks.","--","--","ui/icon/inventory/usable/fireworks_med.png",""
"Usable/Fireworks/Medium/Medium Fireworks, Emerald","Usable","Emerald, Medium Firework","",-1,true,"During times of celebration, the Spiral Order devotes some of its munitions experts to create spectacular fireworks.","--","--","ui/icon/inventory/usable/fireworks_med.png",""
"Usable/Fireworks/Medium/Medium Fireworks, Green","Usable","Green, Medium Firework","",-1,true,"During times of celebration, the Spiral Order devotes some of its munitions experts to create spectacular fireworks.","--","--","ui/icon/inventory/usable/fireworks_med.png",""
"Usable/Fireworks/Medium/Medium Fireworks, Indigo","Usable","Indigo, Medium Firework","",-1,true,"During times of celebration, the Spiral Order devotes some of its munitions experts to create spectacular fireworks.","--","--","ui/icon/inventory/usable/fireworks_med.png",""
"Usable/Fireworks/Medium/Medium Fireworks, Lake","Usable","Lake, Medium Firework","",-1,true,"During times of celebration, the Spiral Order devotes some of its munitions experts to create spectacular fireworks.","--","--","ui/icon/inventory/usable/fireworks_med.png",""
"Usable/Fireworks/Medium/Medium Fireworks, Lavender","Usable","Lavender, Medium Firework","",-1,true,"During times of celebration, the Spiral Order devotes some of its munitions experts to create spectacular fireworks.","--","--","ui/icon/inventory/usable/fireworks_med.png",""
"Usable/Fireworks/Medium/Medium Fireworks, Lime","Usable","Lime, Medium Firework","",-1,true,"During times of celebration, the Spiral Order devotes some of its munitions experts to create spectacular fireworks.","--","--","ui/icon/inventory/usable/fireworks_med.png",""
"Usable/Fireworks/Medium/Medium Fireworks, Magenta","Usable","Magenta, Medium Firework","",-1,true,"During times of celebration, the Spiral Order devotes some of its munitions experts to create spectacular fireworks.","--","--","ui/icon/inventory/usable/fireworks_med.png",""
"Usable/Fireworks/Medium/Medium Fireworks, Orange","Usable","Orange, Medium Firework","",-1,true,"During times of celebration, the Spiral Order devotes some of its munitions experts to create spectacular fireworks.","--","--","ui/icon/inventory/usable/fireworks_med.png",""
"Usable/Fireworks/Medium/Medium Fireworks, Purple","Usable","Purple, Medium Firework","",-1,true,"During times of celebration, the Spiral Order devotes some of its munitions experts to create spectacular fireworks.","--","--","ui/icon/inventory/usable/fireworks_med.png",""
"Usable/Fireworks/Medium/Medium Fireworks, Red","Usable","Red, Medium Firework","",-1,true,"During times of celebration, the Spiral Order devotes some of its munitions experts to create spectacular fireworks.","--","--","ui/icon/inventory/usable/fireworks_med.png",""
"Usable/Fireworks/Medium/Medium Fireworks, Silver","Usable","Silver, Medium Firework","",-1,true,"During times of celebration, the Spiral Order devotes some of its munitions experts to create spectacular fireworks.","--","--","ui/icon/inventory/usable/fireworks_med.png",""
"Usable/Fireworks/Medium/Medium Fireworks, Sky","Usable","Sky, Medium Firework","",-1,true,"During times of celebration, the Spiral Order devotes some of its munitions experts to create spectacular fireworks.","--","--","ui/icon/inventory/usable/fireworks_med.png",""
"Usable/Fireworks/Medium/Medium Fireworks, Slime","Usable","Slime, Medium Firework","",-1,true,"During times of celebration, the Spiral Order devotes some of its munitions experts to create spectacular fireworks.","--","--","ui/icon/inventory/usable/fireworks_med.png",""
"Usable/Fireworks/Medium/Medium Fireworks, Turquoise","Usable","Turquoise, Medium Firework","",-1,true,"During times of celebration, the Spiral Order devotes some of its munitions experts to create spectacular fireworks.","--","--","ui/icon/inventory/usable/fireworks_med.png",""
"Usable/Fireworks/Medium/Medium Fireworks, Ultramarine","Usable","Ultramarine, Medium Firework","",-1,true,"During times of celebration, the Spiral Order devotes some of its munitions experts to create spectacular fireworks.","--","--","ui/icon/inventory/usable/fireworks_med.png",""
"Usable/Fireworks/Medium/Medium Fireworks, Vermillion","Usable","Vermillion, Medium Firework","",-1,true,"During times of celebration, the Spiral Order devotes some of its munitions experts to create spectacular fireworks.","--","--","ui/icon/inventory/usable/fireworks_med.png",""
